389;-120.789588925;-5.84618362492
386;-45.6691251796;1.49181117145
7802;130.223653392;2.17331049996
7803;130.174216879;3.68938767494
7804;105.217857688;3.0998015248
7805;105.334377407;1.58557956352
7806;80.3057855835;0.992110216689
7807;80.232125868;2.50807446687
7808;53.766817859;1.88383421773
7809;53.8892478761;0.368957038439
h919h;55.3864696914;3.96632520105
7810;30.340895174;-0.189853565023
7811;30.2102085493;1.32551615675
7812;8.20320439728;0.799495600198
7813;8.34666921878;-0.714047852445
7814;-19.7034287425;-1.37992392658
7815;-19.7700531041;0.137264098013
77302;-21.7165406379;-2.28052189057
384_smpl_0;5.15313197343;2.72635291443
385_smpl_1;-19.6278854603;-3.42811478932
